CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BAÑO;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA;DIRECCION_NORMALIZADA;BARRIO_NORMALIZADO;COMUNA_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
3 DE FEBRERO;2700;35;92000;2628,6; ;1;1; ; ; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;2700 3 DE FEBRERO; 3 DE FEBRERO;100;L;BELGRANO;13; ;2; 3 DE FEBRERO 2700;BELGRANO;COMUNA 13;1428; C1428AH;-34.55389236891134;-58.45679524094637
3 DE FEBRERO;2900;84;258000;3071,4; ;3;2; ; ; ; SEMIPISO; ;SI;2; S; ;BALCON TERRAZA; ; ;2900 3 DE FEBRERO; 3 DE FEBRERO;100;L;NUÑEZ;13; ;2; 3 DE FEBRERO 2900;NUÑEZ;COMUNA 13;1429; C1429BF;-34.5518007219648;-58.458196333772264
3 DE FEBRERO;4500;92;220000;2391,3;2;3;2; ; ; FRENTE; DUPLEX; ;SI;1; ; ;BALCON; ; ;4500 3 DE FEBRERO; 3 DE FEBRERO;100;L;NUÑEZ;13; ;2; 3 DE FEBRERO 4500;NUÑEZ;COMUNA 13;1429; C1429BH;-34.53942346445032;-58.46730439775502
ACASSUSO;5500;88;115000;1306,8;1;2;2;6; ; CONTRAFRENT; ; ; ;2; S; ;BALCON; ; ARGENPROP.COM/VILLALURO;5500 ACASSUSO; ACASSUSO;100;L;VILLA LURO;10; ;3; ACASSUSO 5500;VILLA LURO;COMUNA 10;1408; C1408FD;-34.6415807195858;-58.50597489609859
ACASSUSO;6100;46;72000;1565,2; ;2;1; ; ; INTERNO; TIPO CASA; ; ;0; S; S;PATIO; ; ZONAPROP.COM_LINIERS;6100 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 6100;LINIERS;COMUNA 9;1408; C1408FD;-34.64587843607911;-58.510717762672954
ACASSUSO;6100;72;130000;1805,6; ;3;2;20; ; FRENTE; ; ; ;0; S; S;BALCON; ; ZONAPROP.COM_LINIERS;6100 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 6100;LINIERS;COMUNA 9;1408; C1408FD;-34.64587843607911;-58.510717762672954
ACASSUSO;6100;73;130000;1780,8; ;3;2;4; ; FRENTE; ;SI; ;0; S; S;TERRAZA; ; ZONAPROP.COM_LINIERS;6100 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 6100;LINIERS;COMUNA 9;1408; C1408FD;-34.64587843607911;-58.510717762672954
ACASSUSO;6100;78;130000;1666,7; ;3;2;10; ; FRENTE; ; ; ;0; S; S;BALCON; ; ZONAPROP.COM_LINIERS;6100 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 6100;LINIERS;COMUNA 9;1408; C1408FD;-34.64587843607911;-58.510717762672954
ACASSUSO;7000;34;74000;2176,5;PB;2;1; ;A ESTRENAR; CONTRAFRENT; ; ; ;0; S; S; ; ; ZONAPROP.COM_LINIERS;7000 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 7000;LINIERS;COMUNA 9;1408; C1408FE;-34.65216149725189;-58.51776294574941
ACASSUSO;7000;78;125000;1602,6;1;3;2; ;A ESTRENAR; FRENTE; ; ; ;0; ; ;PATIO; ; ZONAPROP.COM_LINIERS;7000 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 7000;LINIERS;COMUNA 9;1408; C1408FE;-34.65216149725189;-58.51776294574941
ACASSUSO;7000;79;100000;1265,8; ;3;2; ;A ESTRENAR; CONTRAFRENT; TRIPLEX; ; ;2; ; ;BALCON TERRAZA; ; ZONAPROP.COM_LINIERS;7000 ACASSUSO; ACASSUSO;100;L;LINIERS;9; ;3; ACASSUSO 7000;LINIERS;COMUNA 9;1408; C1408FE;-34.65216149725189;-58.51776294574941
ACASSUSO;7083;46;75000;1630,4;4;1;0; ; ; CONTRAFRENT; ; ; ;0; ; ; ; ; ZONAPROP.COM_LINIERS;7083 ACASSUSO; ACASSUSO;100;R;LINIERS;9; ;3; ACASSUSO 7083;LINIERS;COMUNA 9;1408; C1408FE;-34.65266951837913;-58.51844559616539
ACEVEDO;200;58;140000;2413,8;5;3;2;35; ; CONTRAFRENT; ;SI; ;0; S; ; ; ; ZONAPROP.COM_SAN TELMO;200 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 200;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59992983917255;-58.44304459434058
ACEVEDO;200;80;139000;1737,5; ;3;2;40; ; FRENTE; ; ; ;0; S; S;BALCON TERRAZA; ; ZONAPROP.COM_SAN TELMO;200 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 200;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59992983917255;-58.44304459434058
ACEVEDO;200;124;190000;1532,3; ;3;2;30; ; ; ; ;SI;2; S; S; ; ; ZONAPROP.COM_SAN TELMO;200 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 200;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59992983917255;-58.44304459434058
ACEVEDO;500;92;135000;1467,4; ;3;2; ; ; FRENTE; ; ; ;2; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE CENTENARIO;500 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 500;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59727054287403;-58.439480604970846
ACEVEDO;600;52;125000;2403,8; ;2;1; ; ; ; ; ; ;1; ; ; ; ; ARGENPROP.COM/PALERMO;600 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 600;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59662854135182;-58.43847946334054
ACEVEDO;600;66;150000;2272,7;PB;3;2;15; ; FRENTE; ; ; ;0; ; ; ; ; ZONAPROP.COM_SAN TELMO;600 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 600;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59662854135182;-58.43847946334054
ACEVEDO;600;70;145000;2071,4; ;3;2; ; ; CONTRAFRENT; ; ; ;2; S; S;BALCON; ; ZONAPROP.COM_SAN TELMO;600 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 600;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59662854135182;-58.43847946334054
ACEVEDO;600;112;215000;1919,6; ;3;3;50; ; FRENTE; PISO; ; ;2; S; ;BALCON; ; ARGENPROP.COM/PALERMO;600 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 600;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.59662854135182;-58.43847946334054
ACEVEDO;900;46;115000;2500;2;1;1; ; ; FRENTE; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/PALERMO;900 ACEVEDO; ACEVEDO;100;L;VILLA CRESPO;15; ;3; ACEVEDO 900;VILLA CRESPO;COMUNA 15;1414; C1414DJ;-34.594561522756216;-58.43524616768118
ACEVEDO EDUARDO;500;180;310000;1722,2; ;6;5;45; ; FRENTE; ;SI;SI;4; S; S;TERRAZA; ; ZONAPROP/ALMAGRO;500 ACEVEDO EDUARDO; EDUARDO ACEVEDO;95;L;CABALLITO;6; ;3; ACEVEDO, EDUARDO 500;CABALLITO;COMUNA 6;1405; C1405BV;-34.61032469387959;-58.43227553659272
ACHA, MARIANO, GRAL.;1000;36;115000;3194,4;16;1;1;4; ; LATERAL; ; ; ;1; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1000 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1000;VILLA ORTUZAR;COMUNA 15;1427; C1427DB;-34.58385884431446;-58.47209559692178
ACHA, MARIANO, GRAL.;1000;46;115000;2500;2;2;1;25; ; CONTRAFRENT; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1000 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1000;VILLA ORTUZAR;COMUNA 15;1427; C1427DB;-34.58385884431446;-58.47209559692178
ACHA, MARIANO, GRAL.;1000;73;190000;2602,7;10;2;2;3; ; FRENTE; ;SI; ;2; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1000 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1000;VILLA ORTUZAR;COMUNA 15;1427; C1427DB;-34.58385884431446;-58.47209559692178
ACHA, MARIANO, GRAL.;1000;83;157000;1891,6;15;1;1;4; ; CONTRAFRENT; ; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1000 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1000;VILLA ORTUZAR;COMUNA 15;1427; C1427DB;-34.58385884431446;-58.47209559692178
ACHA, MARIANO, GRAL.;1100;87;137500;1580,5;2;4;3;55; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;1100 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1100;VILLA ORTUZAR;COMUNA 15;1427; C1427DB;-34.58234072764627;-58.47212696728754
ACHA, MARIANO, GRAL.;1400;36;72000;2000;1;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; S; ; ; ; ARGENPROP.COM/VILLAURQUIZA;1400 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1400;VILLA ORTUZAR;COMUNA 15;1430; C1430DU;-34.579696066811465;-58.47218822280414
ACHA, MARIANO, GRAL.;1700;66;185000;2803;2;3;2; ; ; FRENTE; ;SI;SI;2; S; S; ; ; ZONAPROP.COM_VILLA ORTUZAR;1700 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1700;VILLA ORTUZAR;COMUNA 15;1430; C1430DU;-34.577277040045765;-58.47270709427693
ACHA, MARIANO, GRAL.;1800;103;230000;2233; ;2;2; ;A ESTRENAR; FRENTE; DUPLEX;SI;SI;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1800 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA ORTUZAR;15; ;3; ACHA, MARIANO, GRAL. 1800;VILLA ORTUZAR;COMUNA 15;1430; C1430DU;-34.57620309260082;-58.473656400882625
ACHA, MARIANO, GRAL.;1900;60;140000;2333,3;3;1;1; ;A ESTRENAR; CONTRAFRENT; ; ;SI;0; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 1900;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.5753334102658;-58.474425086778396
ACHA, MARIANO, GRAL.;1900;78;215000;2756,4; ;2;2; ;A ESTRENAR; CONTRAFRENT; ;SI; ;1; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 1900;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.5753334102658;-58.474425086778396
ACHA, MARIANO, GRAL.;1900;82;220000;2682,9;3;2;2; ;A ESTRENAR; FRENTE; DUPLEX; ;SI;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 1900;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.5753334102658;-58.474425086778396
ACHA, MARIANO, GRAL.;1900;84;192000;2285,7;3;2;2; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;1900 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 1900;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.5753334102658;-58.474425086778396
ACHA, MARIANO, GRAL.;2300;61;139000;2278,7;3;3;2;9; ; FRENTE; ; ; ;2; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;2300 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 2300;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.571802732373065;-58.477548475127925
ACHA, MARIANO, GRAL.;2500;29;75000;2586,2;1;0;0; ; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2500 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 2500;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.57013946414853;-58.47902646121276
ACHA, MARIANO, GRAL.;2500;35;60000;1714,3;2;1;1;20; ; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;2500 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 2500;VILLA URQUIZA;COMUNA 12;1430; C1430DU;-34.57013946414853;-58.47902646121276
ACHA, MARIANO, GRAL.;3000;43;84000;1953,5;1;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;3000 ACHA, MARIANO, GRAL.; MARIANO ACHA;90;L;VILLA URQUIZA;12; ;3; ACHA, MARIANO, GRAL. 3000;VILLA URQUIZA;COMUNA 12;1430; C1430DV;-34.56595611126626;-58.48273490609555
ACHAVAL;400;154;298000;1935,1; ;5;4;30; ; FRENTE; ;SI;SI;3; S; S; ; ; ZONAPROP.COM_PARQUE CHACABUCO;400 ACHAVAL; ACHAVAL;100;L;CABALLITO;6; ;3; ACHAVAL 400;CABALLITO;COMUNA 6;1406; C1406CW;-34.62877627923399;-58.44883275306846
ACHAVAL;700;45;118000;2622,2; ;2;1;4; ; CONTRAFRENT; ; ; ;0; ; ;TERRAZA; ; ZONAPROP.COM_PARQUE CHACABUCO;700 ACHAVAL; ACHAVAL;100;L;PARQUE CHACABUCO;7; ;4; ACHAVAL 700;PARQUE CHACABUCO;COMUNA 7;1406; C1406CW;-34.63254748515448;-58.44705234349675
ACHEGA;3000;42;86500;2059,5;1;2;1; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3000 ACHEGA; ACHEGA;100;L;VILLA URQUIZA;12; ;3; ACHEGA 3000;VILLA URQUIZA;COMUNA 12;1431; C1431ET;-34.57480545550822;-58.49955533005696
ACHEGA;3200;120;125000;1041,7;1;2;2;40; ; FRENTE; POR ESCALER; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3200 ACHEGA; ACHEGA;100;L;VILLA URQUIZA;12; ;3; ACHEGA 3200;VILLA URQUIZA;COMUNA 12;1431; C1431ET;-34.572745689305755;-58.501208729289615
ACHEGA;3300;59;104000;1762,7;1;2;0; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; S; ; ; ; ARGENPROP.COM/VILLAURQUIZA;3300 ACHEGA; ACHEGA;100;L;VILLA URQUIZA;12; ;3; ACHEGA 3300;VILLA URQUIZA;COMUNA 12;1431; C1431ET;-34.57174729186665;-58.502008567609806
ACHEGA;3300;78;148000;1897,4;2;2;2; ;A ESTRENAR; CONTRAFRENT; DUPLEX; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3300 ACHEGA; ACHEGA;100;L;VILLA URQUIZA;12; ;3; ACHEGA 3300;VILLA URQUIZA;COMUNA 12;1431; C1431ET;-34.57174729186665;-58.502008567609806
ACONCAGUA;5700;55;94000;1709,1; ;2;1;5; ; FRENTE; ; ; ;0; S; S;TERRAZA; ; ZONAPROP.COM_LINIERS;5700 ACONCAGUA; ACONCAGUA;100;L;LINIERS;9; ;3; ACONCAGUA 5700;LINIERS;COMUNA 9;1440; C1440CH;-34.64522422543472;-58.50453473904305
ACONCAGUA;5700;64;95000;1484,4; ;2;1;10; ; FRENTE; ; ; ;0; S; S;TERRAZA; ; ZONAPROP.COM_LINIERS;5700 ACONCAGUA; ACONCAGUA;100;L;LINIERS;9; ;3; ACONCAGUA 5700;LINIERS;COMUNA 9;1440; C1440CH;-34.64522422543472;-58.50453473904305
ACONCAGUA;5800;48;83500;1739,6; ;2;1; ; ; FRENTE; ; ; ;0; ; ; ; ; ZONAPROP.COM_LINIERS;5800 ACONCAGUA; ACONCAGUA;100;L;LINIERS;9; ;3; ACONCAGUA 5800;LINIERS;COMUNA 9;1440; C1440CH;-34.64589522152905;-58.505316410106765
ACONCAGUA;5800;50;90000;1800; ;2;1; ;A ESTRENAR; FRENTE; SEMIPISO; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLALURO;5800 ACONCAGUA; ACONCAGUA;100;L;LINIERS;9; ;3; ACONCAGUA 5800;LINIERS;COMUNA 9;1440; C1440CH;-34.64589522152905;-58.505316410106765
ACOSTA, MARIANO;1365;59;99000;1678;3;4;3; ; ; FRENTE; ; ; ;0; S; S; ; ; ZONAPROP.COM_PARQUE AVELLANEDA;1365 ACOSTA, MARIANO; MARIANO ACOSTA;95;R;PARQUE AVELLANEDA;9; ;4; ACOSTA, MARIANO AV. 1365;PARQUE AVELLANED;COMUNA 9;1407; C1407KC;-34.64532632449048;-58.46804671957347
ACOSTA, MARIANO;3400;64;36000;562,5; ;4;3;25; ; ; MONOBLOCK; ; ;0; S; ;BALCON; ; ZONAPROP.COM_VILLA SOLDATI;3400 ACOSTA, MARIANO; MARIANO ACOSTA;95;L;VILLA SOLDATI;8; ;4; ACOSTA, MARIANO 3400;VILLA SOLDATI;COMUNA 8;1437; C1437CD;-34.66372626364689;-58.44465500349753
ACOSTA, MARIANO;3500;50;48000;960; ;0;0; ; ; ; MONOBLOCK; ; ;0; ; ; ; ; ZONAPROP.COM_VILLA SOLDATI;3500 ACOSTA, MARIANO; MARIANO ACOSTA;95;L;VILLA SOLDATI;8; ;4; ACOSTA, MARIANO 3500;VILLA SOLDATI;COMUNA 8;1437; C1437CE;-34.66492957769779;-58.44317043970832
ACOSTA, MARIANO;3500;75;50000;666,7; ;4;3;35; ; FRENTE; MONOBLOCK; ; ;0; ; ;BALCON; ; ZONAPROP.COM_VILLA SOLDATI;3500 ACOSTA, MARIANO; MARIANO ACOSTA;95;L;VILLA SOLDATI;8; ;4; ACOSTA, MARIANO 3500;VILLA SOLDATI;COMUNA 8;1437; C1437CE;-34.66492957769779;-58.44317043970832
ACOYTE;200;106;189000;1783;3;4;3;35; ; FRENTE; ;SI;SI;0; ; S;PATIO; ; ZONAPROP.COM_PARQUE CENTENARIO;200 ACOYTE; AV. ACOYTE;100;L;CABALLITO;6; ;3; ACOYTE AV. 200;CABALLITO;COMUNA 6;1405; C1405BF;-34.61608618866643;-58.43765954461164
ACOYTE;800;95;214000;2252,6; ;3;2; ; ; CONTRAFRENT; ; ;SI;0; S; ;TERRAZA; ; ZONAPROP/CABALLITO;800 ACOYTE; AV. ACOYTE;100;L;CABALLITO;6; ;3; ACOYTE AV. 800;CABALLITO;COMUNA 6;1405; C1405BG;-34.608902533120535;-58.4401611499411
ACOYTE;900;42;95000;2261,9; ;2;1;1; ; ; ; ; ;0; S; ; ; ; ZONAPROP.COM_PARQUE CENTENARIO;900 ACOYTE; ACOYTE;100;L;CABALLITO;6; ;3; ACOYTE 900;CABALLITO;COMUNA 6;1405; C1405BG;-34.607830212499415;-58.44017334493535
ACOYTE;900;65;109000;1676,9; ;3;2;30; ; CONTRAFRENT; ;SI; ;0; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE CENTENARIO;900 ACOYTE; ACOYTE;100;L;CABALLITO;6; ;3; ACOYTE 900;CABALLITO;COMUNA 6;1405; C1405BG;-34.607830212499415;-58.44017334493535
ACOYTE;1200;85;143000;1682,4; ;3;2;30; ; FRENTE; ;SI; ;2; ; S;BALCON; ; ZONAPROP.COM_SAN TELMO;1200 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1200;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60533628843518;-58.440967526494504
ACOYTE;1300;34;69500;2044,1;1;2;1;40; ; LATERAL; ; ; ;0; ; ; ; ; ZONAPROP.COM_SAN TELMO;1300 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1300;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60446544310871;-58.44184517858406
ACOYTE;1300;41;85000;2073,2; ;2;1;30; ; ; ; ; ;0; ; ; ; ; ZONAPROP.COM_PARQUE CENTENARIO;1300 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1300;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60446544310871;-58.44184517858406
ACOYTE;1300;101;192000;1908,5; ;3;2; ;A ESTRENAR; FRENTE; ; ;SI;3; ; ;TERRAZA; ; ZONAPROP/CABALLITO;1300 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1300;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60446544310871;-58.44184517858406
ACOYTE;1300;112;216000;1932; ;3;2; ;A ESTRENAR; FRENTE; ; ;SI;3; S; S;TERRAZA; ; ZONAPROP/CABALLITO;1300 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1300;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60446544310871;-58.44184517858406
ACOYTE;1300;155;292000;1881,4; ;3;2; ; ; CONTRAFRENT; ; ;SI;3; ; ;TERRAZA; ; ZONAPROP/CABALLITO;1300 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1300;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60446544310871;-58.44184517858406
ACOYTE;1400;70;108000;1542,9; ;3;2;30; ; CONTRAFRENT; ; ; ;0; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE CENTENARIO;1400 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1400;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.6036505320777;-58.44266510809812
ACOYTE;1500;37;69500;1878,4; ;2;1;30; ; FRENTE; ; ; ;0; ; ;BALCON; ; ZONAPROP.COM_SAN TELMO;1500 ACOYTE; ACOYTE;100;L;VILLA CRESPO;15; ;3; ACOYTE 1500;VILLA CRESPO;COMUNA 15;1414; C1414BZ;-34.60295138180742;-58.443377022220915
ACUÑA DE FIGUEROA, FRANCISCO;100;49;75000;1530,6;7;2;1;30; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;100 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;R;ALMAGRO;5; ;3; ; ; ; ; ;;
ACUÑA DE FIGUEROA, FRANCISCO;100;60;130000;2166,7;5;3;2;50; ; FRENTE; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;100 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;R;ALMAGRO;5; ;3; ; ; ; ; ;;
ACUÑA DE FIGUEROA, FRANCISCO;100;69;110000;1594,2;3;2;1;40; ; CONTRAFRENT; ; ; ;0; S; ;PATIO; ; INMUEBLESCLARIN.COM/ALMAGRO;100 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;R;ALMAGRO;5; ;3; ; ; ; ; ;;
ACUÑA DE FIGUEROA, FRANCISCO;100;74;118500;1601,4;PB;2;2;49; ; ; ; ; ;1; S; ;PATIO; ; ARGENPROP.COM/ALMAGRO;100 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;R;ALMAGRO;5; ;3; ; ; ; ; ;;
ACUÑA DE FIGUEROA, FRANCISCO;400;55;103000;1872,7;7;3;0;30; ; FRENTE; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.60608889487354;-58.422862673357024
ACUÑA DE FIGUEROA, FRANCISCO;400;55;103000;1872,7;7;3;2;30; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.60608889487354;-58.422862673357024
ACUÑA DE FIGUEROA, FRANCISCO;400;72;128000;1777,8; ;2;2;60; ; LATERAL; ; ; ;1; ; ; ; ; ARGENPROP.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.60608889487354;-58.422862673357024
ACUÑA DE FIGUEROA, FRANCISCO;400;72;128000;1777,8;1;3;2;60; ; LATERAL; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.60608889487354;-58.422862673357024
ACUÑA DE FIGUEROA, FRANCISCO;400;92;140000;1521,7;7;2;2;30; ; FRENTE; DUPLEX; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/ALMAGRO;400 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.60608889487354;-58.422862673357024
ACUÑA DE FIGUEROA, FRANCISCO;700;39;72000;1846,2;6;1;0;5; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/ALMAGRO;700 ACUÑA DE FIGUEROA, FRANCISCO; FRANCISCO ACUÑA DE FIGUEROA;95;L;ALMAGRO;5; ;3; ACUÃ‘A DE FIGUEROA, FRANC;ALMAGRO;COMUNA 5;1180; C1180AA;-34.603098837829826;-58.422624477697326
