CALLE;NUMERO;M2;DOLARES;U_S_M2;PISO;AMBIENTES;DORMITORIO;ANTIGUEDAD;A_ESTRENAR;FRENTE_Y_CONTRA;EDIFICACION;BAUL;COCHERA;BAÑO;LAVADERO;DEPENDENCIA;TERRAZA;OBS1;FUENTE;DIRECCION;NOMB_CA_CO;AV_SCORE;AV_SIDE;BARRIOS;COMUNA;AREA;ZONA;DIRECCION_NORMALIZADA;BARRIO_NORMALIZADO;COMUNA_NORMALIZADA;CODIGO_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
MONROE;3100;54;125000;2314,8; ;2;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/BELGRANO;3100 MONROE; MONROE;100;L;BELGRANO;13; ;2; MONROE 3100;BELGRANO;COMUNA 13;1428; C1428BL;-34.56217826146115;-58.46636255189637
MONROE;3100;61;154000;2524,6; ;2;1; ; ; FRENTE; ; ; ;0; S; ;TERRAZA; ; ZONAPROP/BELGRANO;3100 MONROE; MONROE;100;L;BELGRANO;13; ;2; MONROE 3100;BELGRANO;COMUNA 13;1428; C1428BL;-34.56217826146115;-58.46636255189637
MONROE;3200;41;83000;2024,4; ;1;1; ;A ESTRENAR; FRENTE; ; ; ;1; ; ; ; ; ZONAPROP/BELGRANO;3200 MONROE; AV. MONROE;100;L;BELGRANO;13; ;2; MONROE AV. 3200;BELGRANO;COMUNA 13;1428; C1428BM;-34.56296902365715;-58.467388221724775
MONROE;3600;60;139000;2316,7; ;3;2;37; ; LATERAL; ; ; ;1; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;3600 MONROE; AV. MONROE;100;L;COGHLAN;12; ;2; MONROE AV. 3600;BELGRANO;COMUNA 12;1430; C1430BK;-34.56546488387153;-58.47121885867232
MONROE;3600;87;210000;2413,8; ;5;4;35; ; FRENTE; ; ;SI;0; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;3600 MONROE; AV. MONROE;100;L;COGHLAN;12; ;2; MONROE AV. 3600;BELGRANO;COMUNA 12;1430; C1430BK;-34.56546488387153;-58.47121885867232
MONROE;3600;115;205000;1782,6; ;5;4;30; ; FRENTE; ; ;SI;2; S; ;TERRAZA; ; ZONAPROP/COGHLAN;3600 MONROE; AV. MONROE;100;L;COGHLAN;12; ;2; MONROE AV. 3600;BELGRANO;COMUNA 12;1430; C1430BK;-34.56546488387153;-58.47121885867232
MONROE;3700;38;69000;1815,8; ;2;1; ; ; CONTRAFRENT; ; ; ;1; S; ;TERRAZA; ; ZONAPROP/BELGRANO;3700 MONROE; AV. MONROE;100;L;BELGRANO;13; ;2; MONROE 3700;COGHLAN;COMUNA 13;1430; C1430BL;-34.566007914615646;-58.47230992576265
MONROE;3800;42;78000;1857,1;1;2;1;27; ; LATERAL; ; ; ;1; ; ;PATIO; ; ARGENPROP.COM/VILLAURQUIZA;3800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 3800;BELGRANO;COMUNA 12;1430; C1430BL;-34.56669858376809;-58.47319724980776
MONROE;4000;36;87000;2416,7; ;1;1;40; ; LATERAL; ; ; ;1; S; ; ; ; ARGENPROP.COM/VILLAURQUIZA;4000 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4000;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.567742406568215;-58.47505487535782
MONROE;4100;44;115900;2634,1;3;1;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4100 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4100;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.568370083593514;-58.476106461688474
MONROE;4100;49;107787;2199,7;3;1;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4100 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4100;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.568370083593514;-58.476106461688474
MONROE;4100;84;131400;1564,3;3;0;0; ;A ESTRENAR; FRENTE; ; ; ;1; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;4100 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4100;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.568370083593514;-58.476106461688474
MONROE;4400;68;130000;1911,8;2;3;2; ; ; FRENTE; POR ESCALER; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4400 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4400;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.57004095919647;-58.47891792179334
MONROE;4500;37;85000;2297,3; ;0;0;4; ; CONTRAFRENT; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4500 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4500;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.5705867194326;-58.479838387397
MONROE;4500;38;89900;2365,8; ;1;1;8; ; ; ; ; ;1; ; ; ; ; ARGENPROP.COM/VILLAURQUIZA;4500 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4500;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.5705867194326;-58.479838387397
MONROE;4500;42;108000;2571,4;11;0;0;4; ; CONTRAFRENT; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4500 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4500;VILLA URQUIZA;COMUNA 12;1430; C1430BL;-34.5705867194326;-58.479838387397
MONROE;4600;50;135000;2700;13;2;1; ;A ESTRENAR; FRENTE; ; ; ;0; ; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;4600 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4600;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57113565842538;-58.48076676686941
MONROE;4600;65;185000;2846,2;6;3;2; ;A ESTRENAR; CONTRAFRENT; ;SI; ;2; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4600 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4600;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57113565842538;-58.48076676686941
MONROE;4600;66;190000;2878,8;8;3;2; ;A ESTRENAR; FRENTE; ; ;SI;0; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4600 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4600;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57113565842538;-58.48076676686941
MONROE;4700;89;175000;1966,3;1;4;3;30; ; FRENTE; ; ; ;1; ; ;PATIO; ; ARGENPROP.COM/VILLAURQUIZA;4700 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4700;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57169939820044;-58.48171066031933
MONROE;4800;37;74000;2000;4;0;0; ;A ESTRENAR; CONTRAFRENT; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;43;105000;2441,9;3;1;1; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;46;132000;2869,6;2;1;1; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; S; ;PATIO; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;50;107500;2150;2;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;52;126000;2423,1;10;1;1; ;A ESTRENAR; FRENTE; ; ;SI;0; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;55;119000;2163,6;3;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;69;77000;1115,9; ;2;1; ; ; FRENTE; ; ; ;0; ; ;TERRAZA; ; ZONAPROP/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;72;171000;2375;10;2;2; ;A ESTRENAR; CONTRAFRENT; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4800;77;165000;2142,9; ;2;2; ;A ESTRENAR; CONTRAFRENT; ; ; ;2; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4800 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4800;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.572079279267115;-58.48237069675038
MONROE;4900;45;75000;1666,7;3;1;1;40; ; LATERAL; ;SI; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4900 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4900;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.573053442238916;-58.484032835979626
MONROE;4900;52;145000;2788,5; ;2;2; ; ; CONTRAFRENT; ;SI;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;4900 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4900;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.573053442238916;-58.484032835979626
MONROE;4900;61;150000;2459; ;3;2;30; ; CONTRAFRENT; ;SI;SI;0; S; ;TERRAZA; ; ARGENPROP.COM/VILLAURQUIZA;4900 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 4900;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.573053442238916;-58.484032835979626
MONROE;5100;98;180000;1836,7;8;4;3;30; ; FRENTE; ;SI; ;2; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;5100 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5100;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.574318299833095;-58.48625634025605
MONROE;5300;37;98000;2648,6;9;0;0;1; ; CONTRAFRENT; ; ; ;1; ; ; ; ; ARGENPROP.COM/VILLAURQUIZA;5300 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5300;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57539687346278;-58.48815779780295
MONROE;5300;48;118000;2458,3;3;1;1;2; ; CONTRAFRENT; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;5300 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5300;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57539687346278;-58.48815779780295
MONROE;5300;60;178000;2966,7;4;3;0;10; ; FRENTE; ; ;SI;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;5300 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5300;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.57539687346278;-58.48815779780295
MONROE;5600;35;72000;2057,1;6;2;1;35; ; LATERAL; ; ; ;1; ; ; ; ; ARGENPROP.COM/VILLAURQUIZA;5600 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5600;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.5775679490472;-58.49186699873637
MONROE;5600;50;99500;1990;2;1;1; ; ; ; ; ; ;1; ; ; ; ; ARGENPROP.COM/VILLAURQUIZA;5600 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5600;VILLA URQUIZA;COMUNA 12;1431; C1431CA;-34.5775679490472;-58.49186699873637
MONROE;5700;35;70500;2014,3; ;1;0;4; ; ; ; ; ;1; ; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;5700 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5700;VILLA URQUIZA;COMUNA 12;1431; C1431CB;-34.578169364907865;-58.49289425510997
MONROE;5700;36;66000;1833,3;4;0;0;4; ; INTERNO; ; ; ;1; S; ;BALCON; ; ARGENPROP.COM/VILLAURQUIZA;5700 MONROE; MONROE;100;L;VILLA URQUIZA;12; ;3; MONROE 5700;VILLA URQUIZA;COMUNA 12;1431; C1431CB;-34.578169364907865;-58.49289425510997
MONTAÑESES;1900;71;166000;2338; ;3;2; ; ; FRENTE; ; ; ;2; S; S; ; ; ZONAPROP/BELGRANO;1900 MONTAÑESES; MONTAÑESE;100;L;BELGRANO;13; ;2; MONTAÃ‘ESES 1900;BELGRANO;COMUNA 13;1428; C1428AQ;-34.559399014879595;-58.44721824702749
MONTAÑESES;2700;40;92000;2300; ;1;1; ; ; FRENTE; ; ; ;1; ; ;TERRAZA; ; ZONAPROP/NUÃ‘EZ;2700 MONTAÑESES; MONTAÑESE;100;L;BELGRANO;13; ;2; MONTAÃ‘ESES 2700;BELGRANO;COMUNA 13;1428; C1428AQ;-34.5520981898686;-58.453526285988126
MONTAÑESES;2700;121;269000;2223,1; ;3;2; ;A ESTRENAR; FRENTE; ; ;SI;4; S; S;BALCON TERRAZA; ; ;2700 MONTAÑESES; MONTAÑESE;100;L;BELGRANO;13; ;2; MONTAÃ‘ESES 2700;BELGRANO;COMUNA 13;1428; C1428AQ;-34.5520981898686;-58.453526285988126
MONTAÑESES;3100;48;200000;4166,7; ;2;1; ;A ESTRENAR; FRENTE; ; ;SI;1; ; ;TERRAZA; ; ZONAPROP/NUÃ‘EZ;3100 MONTAÑESES; MONTAÑESE;100;L;NUÑEZ;13; ;2; MONTAÃ‘ESES 3100;NUÑEZ;COMUNA 13;1429; C1429BL;-34.54862881401595;-58.456694482615724
MONTAÑESES;3100;50;235000;4700; ;2;1; ;A ESTRENAR; ; ; ; ;1; ; ; ; ; ;3100 MONTAÑESES; MONTAÑESE;100;L;NUÑEZ;13; ;2; MONTAÃ‘ESES 3100;NUÑEZ;COMUNA 13;1429; C1429BL;-34.54862881401595;-58.456694482615724
MONTAÑESES;3100;130;630000;4846,2; ;4;3;4; ; FRENTE; ; ;SI;2; S; S;TERRAZA; ; BUSCAINMUEBLE/NUÃ‘EZ;3100 MONTAÑESES; MONTAÑESE;100;L;NUÑEZ;13; ;2; MONTAÃ‘ESES 3100;NUÑEZ;COMUNA 13;1429; C1429BL;-34.54862881401595;-58.456694482615724
MONTAÑESES;3100;140;640000;4571,4; ;4;3; ;A ESTRENAR; FRENTE; ; ;SI;4; S; S;TERRAZA; ; ZONAPROP/NUÃ‘EZ;3100 MONTAÑESES; MONTAÑESE;100;L;NUÑEZ;13; ;2; MONTAÃ‘ESES 3100;NUÑEZ;COMUNA 13;1429; C1429BL;-34.54862881401595;-58.456694482615724
MONTAÑESES;3100;181;930000;5138,1; ;5;4; ;A ESTRENAR; FRENTE; ; ;SI;4; S; S;TERRAZA; ; ZONAPROP/NUÃ‘EZ;3100 MONTAÑESES; MONTAÑESE;100;L;NUÑEZ;13; ;2; MONTAÃ‘ESES 3100;NUÑEZ;COMUNA 13;1429; C1429BL;-34.54862881401595;-58.456694482615724
MONTE;4300;193;115000;595,9; ;4;3;54; ; CONTRAFRENT; ;SI; ;0; S; S;TERRAZA; ; ZONAPROP.COM_PARQUE AVELLANEDA;4300 MONTE; MONTE;100;L;PARQUE AVELLANEDA;9; ;4; MONTE 4300;PARQUE AVELLANED;COMUNA 9;1407; C1407HR;-34.65056034198205;-58.47596541075369
MONTE;6600;48;48000;1000; ;3;2; ; ; FRENTE; MONOBLOCK; ; ;0; ; ;BALCON; ; ZONAPROP.COM_MATADEROS;6600 MONTE; MONTE;100;L;MATADEROS;9; ;4; MONTE 6600;MATADEROS;COMUNA 9;1440; C1440BM;-34.667403256889614;-58.49566480347533
MONTE;6600;52;55000;1057,7; ;3;2; ; ; FRENTE; MONOBLOCK; ; ;0; S; S;TERRAZA; ; ZONAPROP.COM_LINIERS;6600 MONTE; MONTE;100;L;MATADEROS;9; ;4; MONTE 6600;MATADEROS;COMUNA 9;1440; C1440BM;-34.667403256889614;-58.49566480347533
MONTE;6633;52;55000;1057,7; ;3;2; ; ; ; MONOBLOCK; ; ;0; S; S;PATIO; ; ZONAPROP.COM_MATADEROS;6633 MONTE; MONTE;100;R;MATADEROS;9; ;4; MONTE 6633;MATADEROS;COMUNA 9;1440; C1440BM;-34.66751605293253;-58.49589491919279
MONTE;6900;50;50000;1000; ;3;2; ; ; FRENTE; MONOBLOCK; ; ;0; ; ; ; ; ZONAPROP.COM_LINIERS;6900 MONTE; MONTE;100;L;MATADEROS;9; ;4; MONTE 6900;MATADEROS;COMUNA 9;1440; C1440BM;-34.6696067321663;-58.49807894343788
MONTE;7100;120;90000;750; ;2;1; ; ; CONTRAFRENT; TIPO CASA; ; ;0; S; S;PATIO; ; ZONAPROP.COM_MATADEROS;7100 MONTE; MONTE;100;L;MATADEROS;9; ;4; MONTE 7100;MATADEROS;COMUNA 9;1440; C1440BM;-34.670799353580115;-58.4995135082095
MONTEAGUDO;200;37;68000;1837,8;PB;2;1; ; ; ; ; ; ;0; ; ; ; ; ZONAPROP.COM_PARQUE PATRICIOS;200 MONTEAGUDO; MONTEAGUDO;100;L;PARQUE PATRICIOS;4; ;4; MONTEAGUDO 200;PARQUE PATRICIOS;COMUNA 4;1437; C1437EV;-34.63995109493401;-58.40516864949868
MONTES DE OCA, MANUEL;100;56;83000;1482,1;2;2;1; ; ; CONTRAFRENT; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;88;160000;1818,2;4;4;3; ; ; FRENTE; ; ; ;0; S; S; ; ; INMUEBLESCLARIN.COM/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;127;365000;2874;2;4;3; ; ; FRENTE; ; ;SI;2; ; ;TERRAZA; ; BUSCAINMUEBLE/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;140;379500;2710,7; ;4;3;8; ; FRENTE; ;SI;SI;0; S; S;TERRAZA; ; INMUEBLESCLARIN.COM/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;147;410000;2789,1; ;4;3;7; ; FRENTE; ;SI;SI;3; S; S;TERRAZA; ; BUSCAINMUEBLE/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;152;410000;2697,4; ;5;3;7; ; FRENTE; ; ;SI;3; S; S;TERRAZA; ; ZONAPROP/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;100;219;600000;2737,2; ;5;4;9; ; FRENTE; ; ;SI;3; ; ;TERRAZA; ; ZONAPROP/BARRACAS;100 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 10;BARRACAS;COMUNA 4;1270; C1270AA;-34.62959607019167;-58.3771853904636
MONTES DE OCA, MANUEL;200;53;79000;1490,6;2;3;2;90; ; CONTRAFRENT; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;58;125000;2155,2;3;3;2; ; ; FRENTE; ; ;SI;1; ; ; ; ; BUSCAINMUEBLE/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;60;145000;2416,7; ;2;1;11; ; ; ; ; ;0; ; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;79;150000;1898,7;PB;3;2;45; ; FRENTE; ; ; ;0; S; S;PATIO; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;92;190000;2065,2;2;4;3; ; ; FRENTE; ; ; ;0; S; S;PATIO; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;94;270000;2872,3; ;2;1;7; ; ; ;SI;SI;0; ; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;101;210000;2079,2; ;4;3; ; ; FRENTE; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;113;395000;3495,6;1;4;3;10; ; CONTRAFRENT; ; ;SI;3; S; ; ; ; BUSCAINMUEBLE/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;115;250000;2173,9;3;4;3; ; ; FRENTE; ;SI; ;0; S; S;TERRAZA; ; INMUEBLESCLARIN.COM/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;149;395000;2651; ;4;3; ; ; FRENTE; ; ;SI;3; S; ;TERRAZA; ; ZONAPROP/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;200;190;550000;2894,7; ;5;4;6; ; FRENTE; ; ; ;0; S; S;TERRAZA; ; BUSCAINMUEBLE/BARRACAS;200 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 20;BARRACAS;COMUNA 4;1270; C1270AA;-34.63064329917452;-58.37666606907809
MONTES DE OCA, MANUEL;300;78;158000;2025,6; ;3;2;32; ; CONTRAFRENT; ; ; ;0; S; ; ; ; INMUEBLESCLARIN.COM/BARRACAS;300 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 30;BARRACAS;COMUNA 4;1270; C1270AA;-34.63206775632144;-58.37608001434059
MONTES DE OCA, MANUEL;300;80;158000;1975; ;3;2;32; ; CONTRAFRENT; ; ; ;1; S; ;TERRAZA; ; ZONAPROP/BARRACAS;300 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 30;BARRACAS;COMUNA 4;1270; C1270AA;-34.63206775632144;-58.37608001434059
MONTES DE OCA, MANUEL;300;182;425000;2335,2;4;5;4; ; ; FRENTE; ;SI;SI;0; S; S;TERRAZA; ; BUSCAINMUEBLE/BARRACAS;300 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 30;BARRACAS;COMUNA 4;1270; C1270AA;-34.63206775632144;-58.37608001434059
MONTES DE OCA, MANUEL;300;203;425000;2098,6; ;5;4; ; ; FRENTE; ;SI;SI;2; S; S;TERRAZA; ; ZONAPROP/BARRACAS;300 MONTES DE OCA, MANUEL; AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4; ;4; MONTES DE OCA, MANUEL AV. 30;BARRACAS;COMUNA 4;1270; C1270AA;-34.63206775632144;-58.37608001434059
