CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
INDEPENDENCIA;3600;49.0;78053;1592.9;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;57751;1750.0;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;128528;1606.6;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;136182;1602.1;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;78563;1603.3;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;58105;1760.8;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;128946;1611.8;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;136624;1607.3;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;78818;1608.5;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;58282;1766.1;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;129363;1617.0;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;137067;1612.6;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;79073;1613.7;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;58460;1771.5;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;130198;1627.5;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;137951;1623.0;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;79583;1624.1;2;0;CONTRAFRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;58814;1782.2;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;131032;1637.9;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;82.0;132687;1618.1;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;140255;1650.1;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;95070;1940.2;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;125607;1570.1;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;133087;1565.7;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;76778;1566.9;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;56865;1723.2;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;126442;1580.5;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;49.0;77288;1577.3;2;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;33.0;57219;1733.9;1;0;CONTRAFRENTE;;SI;1;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;80.0;127694;1596.2;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
INDEPENDENCIA;3600;85.0;135298;1591.7;4;0;FRENTE;;SI;2;SI;BALCON;ALMAGRO;5;-58.416514200534898;-34.620841769700931
LINIERS VIRREY;2000;39.0;61900;1587.2;2;0;LATERAL;;;;;PATIO;BOEDO;5;-58.412900432109303;-34.63429388428974
CALVO CARLOS;4100;62.0;99000;1596.8;;0;CONTRAFRENTE;;SI;1;SI;BALCON;BOEDO;5;-58.423216391049387;-34.62473536694349
MAZA;1500;25.0;45000;1800.0;2;0;FRENTE;;;1;;BALCON;BOEDO;5;-58.414714758152719;-34.628819433850204
SAN JUAN;3900;68.0;118000;1735.3;3;0;CONTRAFRENTE;;;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
MAZA;1500;57.0;72000;1263.2;3;45;FRENTE;;;1;SI;BALCON;BOEDO;5;-58.414714758152719;-34.628819433850204
CASTRO BARROS;1000;52.0;84900;1632.7;3;9;CONTRAFRENTE;SI;;1;;;BOEDO;5;-58.419275195289771;-34.624559748947796
URQUIZA Gral.;800;88.0;129000;1465.9;3;25;FRENTE;;;2;SI;BALCON;BALVANERA;3;-58.40941713217682;-34.620002129125389
COCHABAMBA;3500;55.0;77000;1400.0;3;40;FRENTE;;;1;SI;BALCON;BOEDO;5;-58.414587554846086;-34.626657809017409
LINIERS VIRREY;1200;54.0;103000;1907.4;3;8;FRENTE;;SI;1;SI;BALCON;BOEDO;5;-58.41373738280442;-34.6251272974662
CALVO CARLOS;3800;45.0;56900;1264.4;2;40;FRENTE;;;1;SI;BALCON;BOEDO;5;-58.419087731506579;-34.624460221958643
SAN JUAN;3600;51.0;70000;1372.5;3;35;FRENTE;;;1;;PATIO;BOEDO;5;-58.416118867663549;-34.62530299756019
SAN JUAN;3500;45.0;72500;1611.1;2;A ESTRENAR;FRENTE;;SI;1;;TERRAZA;BOEDO;5;-58.414692200959784;-34.625131297704748
CALVO CARLOS;3500;50.0;58000;1160.0;2;30;FRENTE;;;1;;;BOEDO;5;-58.414828126822876;-34.623455628694828
LINIERS VIRREY;2300;73.0;91500;1253.4;3;0;FRENTE;SI;SI;;;BALCON;BOEDO;5;-58.412076763051296;-34.637067037914264
BOCAYUVA QUINTINO;800;55.0;61000;1109.1;2;50;FRENTE;;;1;;BALCON;ALMAGRO;5;-58.422376269861054;-34.621396475230028
INDEPENDENCIA;2800;55.0;72500;1318.2;3;27;FRENTE;;;1;;;BALVANERA;3;-58.405036697990823;-34.619015456851983
INDEPENDENCIA;3500;36.0;48000;1333.3;2;30;CONTRAFRENTE;;;1;SI;PATIO;ALMAGRO;5;-58.41507831988384;-34.620723305965384
MAZA;2000;77.0;93000;1207.8;3;0;FRENTE;;;2;;PATIO;BOEDO;5;-58.414333230325788;-34.634719964210937
URQUIZA Gral.;1600;36.0;53500;1486.1;2;A ESTRENAR;FRENTE;;;1;;BALCON;SAN CRISTOBAL;3;-58.408530518078258;-34.629497733094993
URQUIZA Gral.;1600;36.0;54500;1513.9;2;A ESTRENAR;FRENTE;;;1;;BALCON;SAN CRISTOBAL;3;-58.408530518078258;-34.629497733094993
LINIERS VIRREY;110;73.0;115000;1575.3;4;33;CONTRAFRENTE;;;1;;;ALMAGRO;5;-58.415430851810392;-34.612045964731927
INDEPENDENCIA;2800;23.0;37300;1621.7;1;27;INTERNO;;;1;;;BALVANERA;3;-58.405036697990823;-34.619015456851983
INDEPENDENCIA;2800;55.0;69300;1260.0;3;27;FRENTE;;;1;;;BALVANERA;3;-58.405036697990823;-34.619015456851983
INDEPENDENCIA;3400;35.0;92000;2628.6;4;35;FRENTE;;;1;SI;BALCON;ALMAGRO;5;-58.413808385285904;-34.620614609640498
SAN JUAN;4200;34.0;64800;1905.9;1;0;FRENTE;;SI;1;;;BOEDO;5;-58.424161764824724;-34.626481214022007
SAN JUAN;4200;37.0;72000;1945.9;2;A ESTRENAR;CONTRAFRENTE;;SI;1;;BALCON;BOEDO;5;-58.424161764824724;-34.626481214022007
ESTADOS UNIDOS;4200;36.0;57700;1602.8;2;A ESTRENAR;FRENTE;;SI;1;;BALCON;BOEDO;5;-58.424845493355228;-34.623167749104937
ESTADOS UNIDOS;4200;50.0;74300;1486.0;2;A ESTRENAR;CONTRAFRENTE;;SI;1;;BALCON;BOEDO;5;-58.424845493355228;-34.623167749104937
ESTADOS UNIDOS;4200;51.0;78400;1537.3;2;A ESTRENAR;FRENTE;;;1;;BALCON;BOEDO;5;-58.424845493355228;-34.623167749104937
TREINTA Y TRES ORIENTALES;2000;148.0;150000;1013.5;4;0;CONTRAFRENTE;SI;;3;;PATIO;BOEDO;5;-58.420832792789184;-34.636536467970643
SAN JUAN;3900;68.0;116000;1705.9;3;0;CONTRAFRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;32.0;56400;1762.5;2;A ESTRENAR;CONTRAFRENTE;;SI;1;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;50.0;80000;1600.0;2;A ESTRENAR;FRENTE;;SI;1;;PATIO;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;68.0;116500;1713.2;3;A ESTRENAR;CONTRAFRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;68.0;107300;1577.9;3;A ESTRENAR;FRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;32.0;55000;1718.8;1;A ESTRENAR;FRENTE;;SI;1;;;BOEDO;5;-58.420272323858896;-34.62590918636085
ESTADOS UNIDOS;4200;50.0;76500;1530.0;2;A ESTRENAR;CONTRAFRENTE;;;1;;BALCON;BOEDO;5;-58.424845493355228;-34.623167749104937
TREINTA Y TRES ORIENTALES;2000;120.0;155000;1291.7;4;A ESTRENAR;FRENTE;SI;SI;2;;PATIO;BOEDO;5;-58.420832792789184;-34.636536467970643
PAVON;3800;200.0;141000;705.0;4;0;FRENTE;SI;;4;;BALCON TERR;BOEDO;5;-58.417777888316017;-34.630250138300717
CASEROS;3500;40.0;50000;1250.0;2;0;LATERAL;;;1;SI;;BOEDO;5;-58.414553257355202;-34.638531605851504
SAN JUAN;3900;68.0;115500;1698.5;3;A ESTRENAR;CONTRAFRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;68.0;117000;1720.6;3;A ESTRENAR;CONTRAFRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
SAN JUAN;3900;68.0;117500;1727.9;3;A ESTRENAR;CONTRAFRENTE;;SI;2;;;BOEDO;5;-58.420272323858896;-34.62590918636085
HUMBERTO 1°;2700;32.0;65200;2037.5;1;A ESTRENAR;CONTRAFRENTE;;;1;;;SAN CRISTOBAL;3;-58.402479475611784;-34.622303919973682
COCHABAMBA;3600;34.0;60000;1764.7;2;35;FRENTE;;;1;SI;PATIO;BOEDO;5;-58.415999110230203;-34.626815174014006
TREINTA Y TRES ORIENTALES;700;33.0;50000;1515.2;2;50;FRENTE;;;1;SI;PATIO;ALMAGRO;5;-58.424206649293197;-34.621522093129613
SAN JUAN;3500;70.0;112600;1608.6;3;A ESTRENAR;FRENTE;;;2;;TERRAZA;BOEDO;5;-58.414692200959784;-34.625131297704748
ESTADOS UNIDOS;3500;22.0;43000;1954.5;1;30;FRENTE;;;1;;BALCON;BOEDO;5;-58.41496446559902;-34.622143821181638
BOEDO;1800;70.0;70000;1000.0;3;0;FRENTE;;;2;;BALCON;BOEDO;5;-58.416339335715136;-34.635314816779605
CALVO CARLOS;1900;42.0;49900;1188.1;2;0;CONTRAFRENTE;;;1;SI;PATIO;SAN CRISTOBAL;3;-58.393151343728952;-34.620185815814381
SAN JUAN;3400;67.0;115000;1716.4;4;24;FRENTE;;;1;;BALCON;BOEDO;5;-58.413586468459762;-34.62500599206377
HUMBERTO 1°;3500;59.0;85000;1440.7;2;3;CONTRAFRENTE;SI;SI;1;SI;BALCON;BOEDO;5;-58.414773984185139;-34.6242379200012
HONDURAS;4500;35.0;60000;1714.3;1;0;FRENTE;;;;;BALCON;PALERMO;14;-58.424996665911181;-34.592071098136266
HONDURAS;4500;37.0;70000;1891.9;;A ESTRENAR;FRENTE;;;;;BALCON;PALERMO;14;-58.424996665911181;-34.592071098136266
HONDURAS;4500;42.0;80000;1904.8;;0;FRENTE;;;;;;PALERMO;14;-58.424996665911181;-34.592071098136266
PARAGUAY;4200;30.0;68000;2266.7;;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.421103418910313;-34.586880977129162
PARAGUAY;4200;56.0;82000;1464.3;;50;FRENTE;;;2;;;PALERMO;14;-58.421103418910313;-34.586880977129162
RAMIREZ DE VELAZCO JUAN;500;97.0;125000;1288.7;;20;FRENTE;;;;;;VILLA CRESPO;15;-58.436460231348917;-34.598408429001921
SAN MARTIN DE TOURS;2900;124.0;310000;2500.0;;40;CONTRAFRENTE;;;;;;PALERMO;14;-58.404583494253359;-34.578740420774295
BONPLAND;2200;82.0;180000;2195.1;;0;FRENTE;;;;;;PALERMO;14;-58.43287198795786;-34.579644711809976
AREVALO;1500;76.0;160000;2105.3;;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.442209915098353;-34.582711671750467
CHARCAS;3800;106.0;250000;2358.5;;0;FRENTE;;;;;;PALERMO;14;-58.41779845895465;-34.587465191021842
FRAY JUSTO SANTAMARIA DE ORO;2600;77.0;149000;1935.1;;30;FRENTE;;;2;;;PALERMO;14;-58.423293966305536;-34.578339954404818
URIARTE;2100;78.0;168000;2153.8;;9;FRENTE;;;2;;;PALERMO;14;-58.427070568284194;-34.58430894182478
CABRERA JOSE A.;3600;37.0;62000;1675.7;;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.416983730748477;-34.596511224212854
SCALABRINI ORTIZ RAUL;3300;165.0;460000;2787.9;;28;FRENTE;;;3;;;PALERMO;14;-58.409135596213737;-34.579014224596719
PALESTINA;1100;57.0;95000;1666.7;;A ESTRENAR;FRENTE;;;;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
THAMES;600;41.0;62500;1524.4;1;0;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.441807945452751;-34.594685233944105
THAMES;600;40.0;61500;1537.5;1;A ESTRENAR;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.441807945452751;-34.594685233944105
SOLER;6000;80.0;129000;1612.5;;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.436508770871164;-34.577581232342382
BONPLAND;2200;74.0;180000;2432.4;;0;FRENTE;;;;;;PALERMO;14;-58.43287198795786;-34.579644711809976
URIARTE;2100;34.0;56024;1647.8;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;38.0;68000;1789.5;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;44.0;74400;1690.9;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;48.0;91200;1900.0;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;38.0;72000;1894.7;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;38.0;66200;1742.1;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;34.0;59000;1735.3;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;33.0;76600;2321.2;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;44.0;80100;1820.5;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.427070568284194;-34.58430894182478
URIARTE;2100;44.0;81800;1859.1;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.427070568284194;-34.58430894182478
DORREGO;800;64.0;110000;1718.8;;7;CONTRAFRENTE;;;;;;CHACARITA;15;-58.447504430358059;-34.591817747392248
GUEMES;3900;37.0;72000;1945.9;;35;;;;;;;PALERMO;14;-58.416411658665268;-34.586632762610236
JUNCAL;4600;95.0;265000;2789.5;;9;FRENTE;;;;;;PALERMO;14;-58.423410411345273;-34.576699189256146
FITZ ROY;2400;63.0;100000;1587.3;;30;FRENTE;;;;;;PALERMO;14;-58.429837928759213;-34.578691656983359
SCALABRINI ORTIZ RAUL;2300;38.0;68500;1802.6;;0;;;;;;;PALERMO;14;-58.418701654335067;-34.587041310410676
UGARTECHE;3100;181.0;480000;2651.9;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.411699745869072;-34.580466478340171
UGARTECHE;3100;177.0;520000;2937.9;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.411699745869072;-34.580466478340171
ARENAL CONCEPCION;2900;70.0;170000;2428.6;;10;FRENTE;;;;;;COLEGIALES;13;-58.44155039242947;-34.578231228960988
CORDOBA;5400;33.0;50182;1520.7;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.437925250156688;-34.588900607735312
CORDOBA;5400;25.0;40425;1617.0;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.437925250156688;-34.588900607735312
CORDOBA;5400;31.0;51623;1665.3;1;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.437925250156688;-34.588900607735312
PALESTINA;1100;54.0;87000;1611.1;;A ESTRENAR;;;;;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
GUATEMALA;6000;65.0;130000;2000.0;;30;FRENTE;;;2;;;PALERMO;14;-58.435879182709222;-34.57703240770843
DEL LIBERTADOR;2300;213.0;510000;2394.4;;100;FRENTE;;;2;;;PALERMO;14;-58.404506833532864;-34.58043748056425
SCALABRINI ORTIZ RAUL;2200;91.0;159000;1747.3;;45;CONTRAFRENTE;;;2;;;PALERMO;14;-58.419391478676737;-34.587472636517163
GODOY CRUZ;2900;27.0;57000;2111.1;;35;FRENTE;;;;;;PALERMO;14;-58.424460328759402;-34.577577833288579
EL SALVADOR;5500;43.0;88000;2046.5;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.434376423953125;-34.584026315372803
EL SALVADOR;5500;46.0;125000;2717.4;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.434376423953125;-34.584026315372803
GUATEMALA;5500;57.0;126000;2210.5;;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.430902384589245;-34.581004503172146
PALESTINA;1100;48.0;91000;1895.8;;A ESTRENAR;CONTRAFRENTE;;;;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
FRAY JUSTO SANTAMARIA DE ORO;2700;85.0;260000;3058.8;;6;FRENTE;;;;;;PALERMO;14;-58.422465976746579;-34.57744898078186
GASCON;1700;85.0;180000;2117.6;;32;FRENTE;;;;;;PALERMO;14;-58.422208314133073;-34.590331027606005
URIARTE;2300;51.0;94000;1843.1;;28;FRENTE;;;;;;PALERMO;14;-58.424785100527075;-34.582499529713274
CORDOBA;4000;29.0;64000;2206.9;1;A ESTRENAR;FRENTE;;;;;BALCON;PALERMO;14;-58.423318878154667;-34.597568453404875
SERRANO;500;30.0;60000;2000.0;1;A ESTRENAR;FRENTE;;;;;BALCON;VILLA CRESPO;15;-58.442503005080226;-34.596470369057634
SERRANO;500;30.0;64000;2133.3;1;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.442503005080226;-34.596470369057634
PALESTINA;1100;50.0;95000;1900.0;;A ESTRENAR;CONTRAFRENTE;;;2;;;ALMAGRO;5;-58.424796268487299;-34.597900028157412
DORREGO;1800;80.0;140000;1750.0;;A ESTRENAR;;;;;;;PALERMO;14;-58.442410256264289;-34.581050082864685
AREVALO;1900;70.0;138000;1971.4;;A ESTRENAR;;;;;;;PALERMO;14;-58.43863896172428;-34.579593563262755
DORREGO;1800;90.0;128500;1427.8;;A ESTRENAR;;;;;;;PALERMO;14;-58.442410256264289;-34.581050082864685
DORREGO;1800;55.0;105600;1920.0;;A ESTRENAR;;;;;;;PALERMO;14;-58.442410256264289;-34.581050082864685
FRAY JUSTO SANTAMARIA DE ORO;2100;36.0;72000;2000.0;1;A ESTRENAR;;;;;;;PALERMO;14;-58.427973657926493;-34.583524202482664
GODOY CRUZ;1500;97.0;189900;1957.7;1;A ESTRENAR;;;;;;;PALERMO;14;-58.437210458767431;-34.589494712164452
FRAY JUSTO SANTAMARIA DE ORO;2700;37.0;109000;2945.9;;10;CONTRAFRENTE;;;;;;PALERMO;14;-58.422465976746579;-34.57744898078186
DORREGO;1800;85.0;148650;1748.8;;A ESTRENAR;;;;2;;;PALERMO;14;-58.442410256264289;-34.581050082864685
DORREGO;1800;77.0;150700;1957.1;;A ESTRENAR;;;;2;;;PALERMO;14;-58.442410256264289;-34.581050082864685
DORREGO;1800;85.0;152800;1797.6;;A ESTRENAR;;;;2;;;PALERMO;14;-58.442410256264289;-34.581050082864685
DORREGO;1800;85.0;155000;1823.5;;A ESTRENAR;;;;2;;;PALERMO;14;-58.442410256264289;-34.581050082864685
DORREGO;1800;61.0;105750;1733.6;;A ESTRENAR;;;;;;;PALERMO;14;-58.442410256264289;-34.581050082864685
FRAY JUSTO SANTAMARIA DE ORO;2100;40.0;106158;2654.0;1;A ESTRENAR;;;;;;;PALERMO;14;-58.427973657926493;-34.583524202482664
SALGUERO JERONIMO;1300;68.0;119000;1750.0;;30;FRENTE;;;;;;PALERMO;14;-58.418374983372331;-34.595517924120252
GUATEMALA;5600;51.0;109500;2147.1;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.431822187222927;-34.580270462810162
HUMBOLDT;2000;80.0;310000;3875.0;;A ESTRENAR;FRENTE;;;3;;;PALERMO;14;-58.432467796535455;-34.582523594042115
GUEMES;4100;90.0;160000;1777.8;;50;FRENTE;;;2;;;PALERMO;14;-58.41841607551563;-34.58518641775602
VERA;1100;40.0;58900;1472.5;;40;CONTRAFRENTE;;;;;;VILLA CRESPO;15;-58.442570189090475;-34.593606715677709
ARAOZ;1300;35.0;75000;2142.9;;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.427143226547351;-34.593676321217508
SERRANO;1400;92.0;135000;1467.4;;25;FRENTE;;;2;;;PALERMO;14;-58.432099648606808;-34.590143710469739
SCALABRINI ORTIZ RAUL;2400;78.0;138000;1769.2;;40;CONTRAFRENTE;;;2;;;PALERMO;14;-58.417365741580618;-34.586206001749787
FRAY JUSTO SANTAMARIA DE ORO;2300;60.0;120000;2000.0;;35;;;;;;;PALERMO;14;-58.426127656053708;-34.581464352328375
SANTA FE;5100;30.0;47000;1566.7;;50;;;;;;;PALERMO;14;-58.43146886896772;-34.576492073315919
AREVALO;1700;65.0;129000;1984.6;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.440310440287512;-34.581053109028552
FRAY JUSTO SANTAMARIA DE ORO;2600;75.0;200000;2666.7;;A ESTRENAR;CONTRAFRENTE;;;3;;;PALERMO;14;-58.423293966305536;-34.578339954404818
ARENALES;3700;20.0;54000;2700.0;;40;;;;;;;PALERMO;14;-58.413950806761193;-34.585039715199308
SANTA FE;5200;60.0;147500;2458.3;;6;FRENTE;;;2;;;PALERMO;14;-58.432839789853702;-34.575987133831816
DORREGO;1600;72.0;139500;1937.5;;A ESTRENAR;FRENTE;;;2;;;PALERMO;14;-58.444250522532911;-34.583256573736676
GODOY CRUZ;2900;40.0;90000;2250.0;;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.424460328759402;-34.577577833288579
LAS HERAS GRAL.;3800;105.0;240000;2285.7;;40;FRENTE;;;2;;;PALERMO;14;-58.412649573264282;-34.581715053393445
FRAY JUSTO SANTAMARIA DE ORO;2700;87.0;245000;2816.1;;10;FRENTE;;;2;;;PALERMO;14;-58.422465976746579;-34.57744898078186
FRAY JUSTO SANTAMARIA DE ORO;1800;56.0;80000;1428.6;;30;;;;;;;PALERMO;14;-58.430235007581672;-34.586042614531991
ARAOZ;1700;30.0;88000;2933.3;1;0;CONTRAFRENTE;;;;;;PALERMO;14;-58.423094474860299;-34.590953415298173
URIARTE;2100;40.0;95500;2387.5;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.427070568284194;-34.58430894182478
EL SALVADOR;3900;40.0;90000;2250.0;;25;FRENTE;;;;;;PALERMO;14;-58.418010560082102;-34.592637346512333
URIARTE;1500;95.0;190000;2000.0;;8;FRENTE;;;;;;PALERMO;14;-58.433048365141261;-34.588275018317098
BULNES;1800;25.0;52000;2080.0;1;30;;;;;;;PALERMO;14;-58.41394212352494;-34.590750059359031
GASCON;1300;90.0;145000;1611.1;;35;FRENTE;;;;;;PALERMO;14;-58.422850270615903;-34.59533634516616
ARMENIA;1300;45.0;79000;1755.6;;60;CONTRAFRENTE;;;;;;PALERMO;14;-58.431370209409792;-34.592303213598058
PARAGUAY;4800;73.0;119000;1630.1;;8;FRENTE;;;2;;;PALERMO;14;-58.427050041042797;-34.582327120665106
GODOY CRUZ;3000;130.0;578000;4446.2;;7;CONTRAFRENTE;;;;;;PALERMO;14;-58.423627587521558;-34.576678678120459
GODOY CRUZ;3200;82.0;169500;2067.1;;51;CONTRAFRENTE;;;2;;;PALERMO;14;-58.421875219025004;-34.574415137762443
CERVIÑO;3400;37.0;96000;2594.6;;33;;;;;;;PALERMO;14;-58.407186595708566;-34.580689564763283
ZAPATA;300;105.0;177000;1685.7;;30;FRENTE;;;2;;;PALERMO;14;-58.440552195068634;-34.573668390966411
AREVALO;1500;65.0;141000;2169.2;;A ESTRENAR;FRENTE;;;;;;PALERMO;14;-58.442209915098353;-34.582711671750467
DORREGO;1800;49.0;105000;2142.9;;A ESTRENAR;CONTRAFRENTE;;;;;;PALERMO;14;-58.442410256264289;-34.581050082864685
FITZ ROY;1500;49.0;86000;1755.1;1;1;CONTRAFRENTE;;;;;;PALERMO;14;-58.438016159344286;-34.585842613583907
THAMES;600;30.0;57877;1929.2;1;A ESTRENAR;FRENTE;;;;;;VILLA CRESPO;15;-58.441807945452751;-34.594685233944105
ALVAREZ JULIAN;1900;53.0;114800;2166.0;;4;FRENTE;;;;;;PALERMO;14;-58.420192585874062;-34.590209514079078
DEL LIBERTADOR;2600;175.0;735000;4200.0;;50;FRENTE;;;;;;PALERMO;14;-58.406736724360059;-34.578636803777385
FRAY JUSTO SANTAMARIA DE ORO;2400;57.0;80000;1403.5;;30;CONTRAFRENTE;;;;;;PALERMO;14;-58.425225264747922;-34.580458366257943
FIGUEROA ALCORTA PRES.;3000;117.0;340000;2906.0;;35;FRENTE;;;2;;;PALERMO;14;-58.398023122278701;-34.580587139221386
