CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
MACHAIN;4100;38.0;101500;2671.1;2;0;;;SI;;SI;BALCON TERRAZA;SAAVEDRA;12;-58.490100370378137;-34.555110659717052
AUSTRIA;2200;85.0;227000;2670.6;4;38;;;;2;SI;BALCON;RECOLETA;2;-58.40311232459748;-34.587168758096034
PUEYRREDON;1800;88.0;235000;2670.5;4;40;;;;2;SI;SI;RECOLETA;2;-58.400509062947272;-34.590147202560658
HOLMBERG;3300;70.0;186900;2670.0;0;A ESTRENAR;;;SI;;;;VILLA URQUIZA;12;-58.482919344390531;-34.562096998912338
LAS HERAS, GRAL.;1900;118.0;315000;2669.5;4;15;;;SI;4;;;RECOLETA;2;-58.393008725437888;-34.591051546978107
DEL LIBERTADOR;1000;133.0;355000;2669.2;3;60;;;;;;;RECOLETA;2;-58.385915092115937;-34.586715579152802
CUBA;3400;52.1;139000;2667.9;2;0;;;;;;;NUÑEZ;13;-58.465087355789791;-34.549583931325188
BLANCO ENCALADA;4700;33.0;88000;2666.7;1;A ESTRENAR;;;;SI;;;VILLA URQUIZA;12;-58.481753779667322;-34.572652227919889
INDEPENDENCIA;4000;30.0;80000;2666.7;1;A ESTRENAR;;;;;;;BOEDO;5;-58.422179590669721;-34.621529818489037
PAROISSIEN;2600;30.0;80000;2666.7;0;A ESTRENAR;;;;;;;SAAVEDRA;12;-58.471602261991478;-34.547615107457808
CABRERA, JOSE A.;3276;33.0;88000;2666.7;1;A ESTRENAR;;;SI;SI;SI;;RECOLETA;2;-58.412676587397165;-34.59697909494173
LOYOLA;50;33.0;88000;2666.7;2;A ESTRENAR;;;SI;;;;VILLA CRESPO;15;-58.431679378347958;-34.600287524723576
PUEYRREDON;2300;27.0;72000;2666.7;1;35;;;;;;;RECOLETA;2;-58.396325332595403;-34.586865959172123
JARAMILLO;2100;45.0;120000;2666.7;0;0;;;;;;;NUÑEZ;13;-58.465837594319673;-34.546595981941302
PARAGUAY;5100;48.0;128000;2666.7;0;0;;;;;;;PALERMO;14;-58.430091519136667;-34.580297441257258
MENDEZ DE ANDES;1400;30.0;80000;2666.7;1;0;;;;;;;CABALLITO;6;-58.453773031798562;-34.617622203122878
JUNCAL;2600;90.0;240000;2666.7;3;30;;;SI;SI;;;RECOLETA;2;-58.403350372012518;-34.590473535199969
HOLMBERG;2600;45.0;120000;2666.7;2;0;;;SI;SI;;;VILLA URQUIZA;12;-58.478065402802578;-34.568228470970574
CABRERA, JOSE A.;3276;36.0;96000;2666.7;1;0;;;SI;SI;SI;;RECOLETA;2;-58.412676587397165;-34.59697909494173
RIOBAMBA;1000;48.0;128000;2666.7;2;0;;;SI;2;;;RECOLETA;2;-58.394928792570795;-34.59728597011425
LAVALLE;3300;60.0;160000;2666.7;3;0;;;SI;2;SI;;ALMAGRO;5;-58.412649504222848;-34.601731139621933
DEL LIBERTADOR;7600;90.0;240000;2666.7;3;36;;;SI;;;;NUÑEZ;13;-58.460723581290502;-34.544062928717338
CORRIENTES;800;30.0;80000;2666.7;1;31;;;SI;;;;SAN NICOLAS;1;-58.378023802177317;-34.603626951256942
CRAMER;2400;63.0;168000;2666.7;4;0;;;SI;;;;BELGRANO;13;-58.463841353009066;-34.562070542149947
LAPRIDA;2100;90.0;240000;2666.7;3;40;;;;SI;SI;BALCON;RECOLETA;2;-58.3992874839333;-34.58709495914961
TINOGASTA;3200;45.0;120000;2666.7;2;0;;;;SI;SI;;VILLA DEL PARQUE;11;-58.49571686392995;-34.600722882814949
ROOSEVELT FRANKLIN D.;4900;30.0;80000;2666.7;1;13;;;;SI;;;VILLA URQUIZA;12;-58.484711119021576;-34.572437429349989
PACHECO DE MELO, JOSE ANDRES;2400;30.0;80000;2666.7;2;60;;;;SI;;;RECOLETA;2;-58.397697881956397;-34.588403468196461
PEÑA;2800;48.0;128000;2666.7;2;0;;;;SI;;;RECOLETA;2;-58.403051237631956;-34.587377567168765
DIAZ, CNEL.;1700;60.0;160000;2666.7;2;0;;;;SI;SI;;PALERMO;14;-58.412606840736657;-34.591771822586011
PUEYRREDON;1000;75.0;200000;2666.7;3;20;;;;2;;;BALVANERA;3;-58.403890142300746;-34.59845603983679
LAS HERAS, Gral.;2600;75.0;200000;2666.7;3;45;;;;2;SI;;RECOLETA;2;-58.400035701551772;-34.58513377531122
FRENCH;2700;180.0;480000;2666.7;4;35;;;;3;;;RECOLETA;2;-58.401962518320879;-34.589420565874043
REPUBLICA ARABE-SIRIA;3100;48.0;128000;2666.7;3;0;;;;;SI;;PALERMO;14;-58.413222034009159;-34.57995913384007
MAIPU;200;19.5;52000;2666.7;1;0;;;;;;;SAN NICOLAS;1;-58.376692122954474;-34.605842019407262
CHENAUT, INDALESIO, GRAL.;1800;90.0;240000;2666.7;2;15;;;;;SI;BALCON;PALERMO;14;-58.431451339074371;-34.570618493229226
MOLDES;2900;60.0;160000;2666.7;3;0;;;;;;;BELGRANO;13;-58.465392177607519;-34.556989454687965
11 DE SEPTIEMBRE DE 1888;3100;60.0;160000;2666.7;3;0;;;;;;;NUÑEZ;13;-58.458702087147657;-34.549567263133397
ARENALES;1400;78.0;208000;2666.7;3;25;;;;;;;RETIRO;1;-58.38583904106094;-34.594432351887221
MIGUELETES;1200;33.0;88000;2666.7;2;40;;;;;;;PALERMO;14;-58.438874481127485;-34.563795073582931
ANCHORENA, TOMAS M. DE, DR;1700;30.0;80000;2666.7;2;50;;;;;;;RECOLETA;2;-58.402563337714184;-34.590908720062387
PALPA;2400;42.0;112000;2666.7;1;0;;;;;;;PALERMO;14;-58.446343993743874;-34.569220268513121
LAPRIDA;1100;45.0;120000;2666.7;3;0;;;;;;;RECOLETA;2;-58.408615749800916;-34.596134444465108
GUTIERREZ, EDUARDO;2500;42.0;112000;2666.7;2;0;;;;;;;VILLA DEL PARQUE;11;-58.481799375983599;-34.600926135751969
MOLDES;2000;45.0;120000;2666.7;2;0;;;;;;;BELGRANO;13;-58.458752786357941;-34.564719982205958
LACROZE, FEDERICO;1800;60.0;160000;2666.7;2;0;;;;;;;PALERMO;14;-58.439415389176467;-34.564582521268974
RIVADAVIA;2700;21.0;56000;2666.7;1;0;;;;;;;BALVANERA;3;-58.404532444316146;-34.610178299352413
CORDOBA;6500;60.0;159913;2665.2;3;0;;;SI;2;;;CHACARITA;15;-58.450750411684297;-34.582207898741871
MALABIA;2200;54.0;143900;2664.8;0;0;;;;;;;PALERMO;14;-58.421369286140099;-34.586881221337364
BILLINGHURST;2500;274.0;730000;2664.2;0;0;;SI;SI;3;SI;;PALERMO;14;-58.404162753063581;-34.58336991791672
GOYENA, PEDRO;700;122.0;325000;2663.9;5;8;;;SI;2;;;CABALLITO;6;-58.437650312696078;-34.626228107615923
CAMPOS, LUIS M.;1300;122.0;325000;2663.9;3;40;;;;;;;PALERMO;14;-58.441372378433584;-34.564716103414284
PINO, Virrey del;2700;110.0;293000;2663.6;4;40;;;;3;SI;SI;BELGRANO;13;-58.454903650503532;-34.567441632172326
SALGUERO, JERONIMO;2100;107.0;285000;2663.6;4;35;;;SI;2;SI;SI;PALERMO;14;-58.412445748701991;-34.58623266377348
LOPEZ, VICENTE;2200;92.0;245000;2663.0;4;40;;;SI;;SI;;RECOLETA;2;-58.395371324711107;-34.587973949798162
MENDOZA;1700;92.0;245000;2663.0;3;0;;;;;;;BELGRANO;13;-58.450749774662441;-34.557235056618367
FITZ ROY;1400;46.0;122494;2662.9;0;0;;;;;;;PALERMO;14;-58.439423970723126;-34.586696859303231
DEL LIBERTADOR;5200;127.7;340000;2662.5;4;30;;;;;SI;;PALERMO;14;-58.439542690278515;-34.562811311264639
PUEYRREDON;2100;77.0;205000;2662.3;3;80;;;;SI;;;RECOLETA;2;-58.398140018436486;-34.587809498654089
MATHEU;100;22.5;59900;2662.2;1;25;;;;SI;SI;;BALVANERA;3;-58.400230304412311;-34.610902985694764
QUINTANA, MANUEL, PRES.;100;263.0;700000;2661.6;4;70;;SI;;;SI;;RETIRO;1;-58.38608247555085;-34.591623862574643
CIUDAD DE LA PAZ;2700;62.0;165000;2661.3;3;0;;;SI;2;SI;;BELGRANO;13;-58.462258204721373;-34.557498429229568
PUEYRREDON;2300;62.0;165000;2661.3;3;0;;;;2;;;RECOLETA;2;-58.396325332595403;-34.586865959172123
GOROSTIAGA;1500;171.0;455000;2660.8;4;12;;;SI;4;;;PALERMO;14;-58.435509490582014;-34.564280158946559
NEUQUEN;1000;50.0;133000;2660.0;2;0;;;;;;;CABALLITO;6;-58.446689055960803;-34.616124139997297
LAPRIDA;1600;144.8;385000;2659.6;4;45;;;SI;;SI;SI;RECOLETA;2;-58.404361757177234;-34.59102022242147
CALLAO;1900;141.0;375000;2659.6;4;50;;;OPCIONAL;2;SI;BALCON;RECOLETA;2;-58.388240866030202;-34.58827358585868
RODRIGUEZ PEÑA;1300;94.0;250000;2659.6;3;60;;;;SI;SI;SI;RECOLETA;2;-58.392318812803815;-34.593999415397867
CALLAO;2000;141.0;375000;2659.6;2;50;;;;2;;;RECOLETA;2;-58.387218339254183;-34.58746763683007
SANTA FE;2500;44.0;117000;2659.1;2;0;;;;SI;SI;;RECOLETA;2;-58.402369042247535;-34.594582381828715
RODRIGUEZ PEÑA;1900;220.0;585000;2659.1;5;60;;;;2;SI;SI;RECOLETA;2;-58.387180112124781;-34.589008200943596
ESMERALDA;1200;126.0;335000;2658.7;4;60;;;SI;;;;RETIRO;1;-58.378699932619043;-34.594119470394382
BUCARELLI;1900;41.0;109000;2658.5;0;0;;;SI;;;;VILLA URQUIZA;12;-58.484062949050504;-34.580683387102944
CUBA;3500;41.0;109000;2658.5;0;0;;;;SI;;;NUÑEZ;13;-58.465655444496917;-34.548808675917876
MERCEDES;3000;41.0;109000;2658.5;2;0;;;;;;;VILLA DEVOTO;11;-58.50609351978283;-34.60791244156551
BLANCO ENCALADA;5300;38.0;101000;2657.9;2;0;;;SI;SI;;;VILLA URQUIZA;12;-58.48775208719438;-34.576191370195374
CALLAO;1100;143.0;380000;2657.3;2;0;;;;;;;RECOLETA;2;-58.393475226095589;-34.595856101185973
SOLDADO DE LA INDEPENDENCIA;1300;35.0;93000;2657.1;1;0;;;SI;;;;PALERMO;14;-58.440681871211709;-34.564020139653074
PEÑA;2000;35.0;93000;2657.1;1;0;;;;SI;SI;;RECOLETA;2;-58.394941682244692;-34.592656178807815
AGUIRRE;100;70.0;186000;2657.1;3;0;;;;;;;VILLA CRESPO;15;-58.43261706522194;-34.601125652648555
REPUBLICA ARABE-SIRIA;3100;67.0;178000;2656.7;3;0;;;;;SI;;PALERMO;14;-58.413222034009159;-34.57995913384007
SCALABRINI ORTIZ, RAUL;1100;32.0;85000;2656.3;1;A ESTRENAR;;;;SI;;;VILLA CRESPO;15;-58.430188593555087;-34.59421671338373
ROCAMORA;4300;32.0;85000;2656.3;1;1;;;SI;;;;ALMAGRO;5;-58.425093509330644;-34.599293437843407
MORENO;2200;32.0;85000;2656.3;1;2;;;SI;;;;BALVANERA;3;-58.397388704869051;-34.613187899234092
VIAMONTE;2000;32.0;85000;2656.3;2;39;;;;SI;;;BALVANERA;3;-58.395619317171352;-34.601070897282284
DEL LIBERTADOR;700;96.0;255000;2656.3;3;50;;;;SI;SI;SI;RETIRO;1;-58.382904035825938;-34.588354621882942
DIAZ VELEZ;4600;64.0;170000;2656.3;3;0;;;;2;;;CABALLITO;6;-58.431780751997941;-34.608875898785911
ARRIBEÑOS;1400;192.0;510000;2656.3;0;32;;;;;;;PALERMO;14;-58.444706812540019;-34.564931146034027
SANTA FE;3500;96.0;255000;2656.3;0;38;;;;;;;PALERMO;14;-58.414140428541501;-34.586527568016322
GALLO;1500;32.0;85000;2656.3;2;0;;;;;;;RECOLETA;2;-58.409860802419786;-34.592762307223879
GUEMES;4200;90.0;239000;2655.6;4;17;;;SI;2;SI;BALCON;PALERMO;14;-58.419732927375591;-34.584595005439013
BONIFACIO, JOSE;1100;90.0;239000;2655.6;4;11;;;SI;2;;;CABALLITO;6;-58.443116345489912;-34.628216917832717
DIAZ, CNEL.;1500;90.0;239000;2655.6;3;35;;;;2;SI;BALCON;PALERMO;14;-58.413676708948586;-34.59302044158698
LAPRIDA;1900;90.0;239000;2655.6;3;41;;;;;;BALCON;RECOLETA;2;-58.401038893217923;-34.58841398216925
URIBURU;1000;45.0;119500;2655.6;3;0;;;;;;;RECOLETA;2;-58.399030710450305;-34.597030488596339
BILLINGHURST;1500;87.0;231000;2655.2;4;43;;;SI;2;SI;;RECOLETA;2;-58.412274853434297;-34.592826870304606
LOPE DE VEGA;1600;29.0;77000;2655.2;0;40;;;;;;;VILLA LURO;10;-58.510666818860528;-34.625222981100549
QUINTANA, MANUEL, PRES.;200;92.3;245000;2654.4;3;60;;;;;SI;SI;RETIRO;1;-58.387009527767731;-34.590892270110857
AZCUENAGA;1000;52.0;138000;2653.8;3;0;;;;SI;;;RECOLETA;2;-58.400453711143228;-34.596744118390127
JUNIN;1300;26.0;69000;2653.8;1;58;;;;;;;RECOLETA;2;-58.397022374764937;-34.593066718054622
ALVAREZ, THOMAS;2800;75.0;199000;2653.3;3;2;;;;2;;;VILLA URQUIZA;12;-58.479823416835636;-34.574306198257702
ALVAREZ, THOMAS;100;75.0;199000;2653.3;4;5;;;;;SI;;CHACARITA;15;-58.445827999422583;-34.582733124137889
JARAMILLO;1600;49.0;130000;2653.1;0;0;;;;SI;;;NUÑEZ;13;-58.461028338254657;-34.544322413847887
CORRIENTES;5600;49.0;130000;2653.1;0;0;;;;SI;;;VILLA CRESPO;15;-58.442689067795982;-34.59646623781321
BILLINGHURST;2300;98.0;260000;2653.1;4;29;;;SI;;;;RECOLETA;2;-58.406027215387972;-34.585436850078473
SANTA FE;1900;98.0;260000;2653.1;4;30;;;SI;;;;RECOLETA;2;-58.394660168591379;-34.595948190023577
MITRE, BARTOLOME;4000;49.0;130000;2653.1;2;0;;;;SI;;;ALMAGRO;5;-58.422780137960125;-34.610043332931262
AUSTRIA;2400;49.0;130000;2653.1;2;0;;;;;;;RECOLETA;2;-58.401303937954602;-34.585849399897775
URUGUAY;1200;115.0;305000;2652.2;2;0;;;;SI;;;RECOLETA;2;-58.387451297570564;-34.59467120348959
ARCOS;2500;46.0;122000;2652.2;2;0;;;;;;;BELGRANO;13;-58.457212517549458;-34.556718197370891
DORREGO;1600;73.0;193575;2651.7;0;0;;;;;;;CHACARITA;15;-58.444568406052589;-34.583195886660867
PEÑA;3000;132.0;350000;2651.5;4;20;;;SI;2;;BALCON;RECOLETA;2;-58.404591637502406;-34.586459034454798
CULLEN;5200;66.0;175000;2651.5;0;0;;;;2;;;VILLA URQUIZA;12;-58.488842368592714;-34.573574283542463
URIBURU;1300;132.0;350000;2651.5;4;60;;;;;;;RECOLETA;2;-58.397622619205976;-34.592834347456218
PINTO;4300;43.0;114000;2651.2;0;0;;;;SI;;;SAAVEDRA;12;-58.479521833469661;-34.547246675342123
AREVALO;1900;43.0;114000;2651.2;0;0;;;;;;;PALERMO;14;-58.438876398049928;-34.579410390889443
RIVERA, PEDRO I., Dr.;5000;43.0;114000;2651.2;0;0;;;;SI;;;VILLA URQUIZA;12;-58.487221958001648;-34.571602526398216
ROOSEVELT FRANKLIN D.;2200;86.0;228000;2651.2;4;40;;;;;SI;;BELGRANO;13;-58.458687189199544;-34.556334111314008
SEGUI, F. J., ALTE.;4600;298.0;790000;2651.0;5;15;;;;5;;;PALERMO;14;-58.421322871427598;-34.573756060065215
AYACUCHO;2100;83.0;220000;2650.6;4;23;;;;;SI;;RECOLETA;2;-58.388495358637996;-34.5867405612657
FRENCH;3600;100.0;265000;2650.0;3;45;;;SI;SI;SI;SI;PALERMO;14;-58.411536622386663;-34.583364898761467
BUCARELLI;2200;60.0;159000;2650.0;3;0;;;SI;SI;SI;;VILLA URQUIZA;12;-58.487033221037585;-34.57720072217262
SANCHEZ DE BUSTAMANTE;2000;100.0;265000;2650.0;3;24;;;;2;SI;SI;RECOLETA;2;-58.407586953173656;-34.588748585126403
BILLINGHURST;1900;100.0;265000;2650.0;3;0;;;;2;SI;SI;RECOLETA;2;-58.408963022651783;-34.588702681623758
GUIDO;1800;100.0;265000;2650.0;3;70;;;;;SI;;RECOLETA;2;-58.39004443228518;-34.590135285055844
LA PAMPA;700;62.0;164300;2650.0;2;0;;;;;;;BELGRANO;13;-58.436231373795565;-34.554341790051915
GUEMES;3300;100.0;265000;2650.0;0;0;;;;;;;RECOLETA;2;-58.41127310318516;-34.590466896839317
GOYENA, PEDRO;800;137.0;363000;2649.6;4;0;;;SI;3;SI;BALCON TERRAZA;CABALLITO;6;-58.439067530073068;-34.62639572035031
AUSTRIA;2000;117.0;310000;2649.6;4;2;;;SI;2;;;RECOLETA;2;-58.405342244414122;-34.588792840980034
DUMONT, SANTOS;3400;100.0;264900;2649.0;3;0;;;;2;;;COLEGIALES;13;-58.446925764304297;-34.582056833747089
BILLINGHURST;1000;37.0;98000;2648.6;1;0;;;;SI;;BALCON TERRAZA;ALMAGRO;5;-58.41479663330837;-34.59791982943856
NAON, ROMULO;3500;57.0;150920;2647.7;2;0;;;SI;SI;;;SAAVEDRA;12;-58.481630103682811;-34.556417251708737
RIVERA INDARTE;3400;51.0;135000;2647.1;0;0;;;;SI;;;VILLA SOLDATI;8;-58.430673025226547;-34.659549563423184
CORREA;2600;85.0;225000;2647.1;3;1;;;SI;;SI;BALCON;SAAVEDRA;12;-58.474291822874896;-34.544659614880231
AVELLANEDA;1700;51.0;135000;2647.1;2;0;;;SI;;;;CABALLITO;6;-58.454953222748244;-34.620954933465917
CORRIENTES;700;34.0;90000;2647.1;2;0;;;;SI;;;SAN NICOLAS;1;-58.376610725106723;-34.603540418245061
PUEYRREDON;2300;68.0;180000;2647.1;3;0;;;;2;SI;;RECOLETA;2;-58.396325332595403;-34.586865959172123
SANTA FE;4500;51.0;135000;2647.1;0;0;;;;;;;PALERMO;14;-58.424330696834012;-34.579203998463377
AYACUCHO;1200;93.7;248000;2646.7;4;50;;;SI;;SI;BALCON;RECOLETA;2;-58.396053472550946;-34.59461044296701
BUCARELLI;2000;63.1;167000;2646.6;3;0;;;SI;;SI;;VILLA URQUIZA;12;-58.484983156951095;-34.579604492610699
PARAGUAY;4800;65.0;172000;2646.2;2;0;;;;;;;PALERMO;14;-58.427272264635157;-34.582528341323012
MAIPU;900;48.0;127000;2645.8;1;0;;;;;;;RETIRO;1;-58.377063142059598;-34.597602505169796
CIUDAD DE LA PAZ;1500;79.0;209000;2645.6;3;0;;;SI;;;;COLEGIALES;13;-58.451859849960186;-34.568331011095744
RODRIGUEZ PENA;1300;94.5;250000;2645.5;3;60;;;;;SI;SI;RECOLETA;2;-58.392318812803815;-34.593999415397867
HOLMBERG;2400;44.0;116400;2645.5;2;0;;;;SI;SI;;VILLA URQUIZA;12;-58.476634085051465;-34.569739046019968
HOLMBERG;2350;44.0;116400;2645.5;2;0;;;;;;;VILLA URQUIZA;12;-58.476189231520678;-34.570179332252721
SINCLAIR;3100;124.0;328000;2645.2;4;30;;;SI;;;PATIO;PALERMO;14;-58.423075416590947;-34.573941008206084
LAS HERAS, GRAL.;2400;124.0;328000;2645.2;4;40;;;;;;;RECOLETA;2;-58.398340208296098;-34.586662870231585
HOLMBERG;2300;44.0;116380;2645.0;2;0;;;SI;SI;;;VILLA URQUIZA;12;-58.475728852238412;-34.570637824702935
PUEYRREDON;1700;243.9;645000;2645.0;5;41;;;;;;;RECOLETA;2;-58.401186108369934;-34.591519294092883
NUNEZ;2600;45.0;119000;2644.4;0;0;;;;SI;;;NUÑEZ;13;-58.469204122931949;-34.551257072068502
AUSTRIA;2400;45.0;119000;2644.4;2;0;;;;SI;SI;;RECOLETA;2;-58.401303937954602;-34.585849399897775
SANTA FE;2000;90.0;238000;2644.4;3;27;;;;2;;BALCON;RECOLETA;2;-58.39611201685414;-34.595874694714134
GUISE;1900;90.0;238000;2644.4;3;35;;;;2;SI;SI;PALERMO;14;-58.413451976269897;-34.591141081864123
MAURE;1600;45.0;119000;2644.4;2;0;;;;;;;PALERMO;14;-58.43504472781526;-34.56587245422233
PUEYRREDON;2300;104.0;275000;2644.2;3;40;;;SI;;;;RECOLETA;2;-58.396325332595403;-34.586865959172123
BONPLAND;2200;70.0;185000;2642.9;3;0;;;SI;;;;PALERMO;14;-58.433109387056021;-34.579461496820599
11 DE SEPTIEMBRE DE 1888;700;70.0;185000;2642.9;3;0;;;SI;;;;PALERMO;14;-58.43952256339881;-34.570694741619754
GALLO;1500;70.0;185000;2642.9;3;0;;;;SI;;;RECOLETA;2;-58.409860802419786;-34.592762307223879
ARENALES;2000;70.0;185000;2642.9;3;0;;;;;;;RECOLETA;2;-58.395903889178058;-34.594743346564229
GORRITI;3600;70.0;185000;2642.9;0;0;;;;;;;RECOLETA;2;-58.415048389917906;-34.595735984246041
CONGRESO;2200;47.3;125000;2642.7;2;0;;;;;;;BELGRANO;13;-58.460298771265222;-34.55447194563483
MONTEVIDEO;1900;123.0;325000;2642.3;3;50;;;;2;;SI;RECOLETA;2;-58.385100175466377;-34.588733852307932
THAMES;1300;53.0;140000;2641.5;3;0;;;;;;;PALERMO;14;-58.434489220889247;-34.590121362590189
LA PAMPA;2000;106.0;280000;2641.5;4;30;;;SI;2;;SI;BELGRANO;13;-58.45040343383792;-34.562767013026637
CARRANZA, ADOLFO P.;3000;53.0;140000;2641.5;0;0;;;SI;;;SI;VILLA DEL PARQUE;11;-58.485524278455486;-34.608549192239273
SUIPACHA;1300;106.0;280000;2641.5;3;60;;;;;;;RETIRO;1;-58.380241589562701;-34.5928613824263
CERVIÑO;3900;95.8;253000;2640.9;4;80;;;;;;;PALERMO;14;-58.413383149383982;-34.57897133351905
CABILDO;500;89.0;235000;2640.4;3;34;;;;2;;;COLEGIALES;13;-58.442004587307807;-34.571577137204564
SANTA FE;3300;75.0;198000;2640.0;4;30;;;;3;;BALCON;PALERMO;14;-58.41164164643309;-34.588183563513617
SALGUERO, JERONIMO;2100;100.0;264000;2640.0;4;50;;;SI;2;SI;SI;PALERMO;14;-58.412445748701991;-34.58623266377348
RODRIGUEZ PENA;1300;125.0;330000;2640.0;3;50;;;;3;;;RECOLETA;2;-58.392318812803815;-34.593999415397867
AZCUENAGA;1600;75.0;198000;2640.0;3;30;;;;;;;RECOLETA;2;-58.39759094906433;-34.590523998706708
ARTILLEROS;2200;25.0;66000;2640.0;2;30;;;;;;;BELGRANO;13;-58.445349828352221;-34.553879758770321
LAVALLE;1600;50.0;132000;2640.0;2;0;;;;;;;SAN NICOLAS;1;-58.389437875527555;-34.603148308101233
LARREA;1200;98.5;260000;2639.6;3;50;;;;;SI;BALCON;RECOLETA;2;-58.400847346187817;-34.593695589908599
SALGUERO, JERONIMO;1900;36.0;95000;2638.9;2;0;;;;SI;SI;PATIO;PALERMO;14;-58.41468778945876;-34.588085276912125
CESPEDES;2200;180.0;475000;2638.9;4;26;;;SI;;;;PALERMO;14;-58.446904163356905;-34.567264301645977
SCALABRINI ORTIZ, RAUL;2600;72.0;190000;2638.9;4;0;;;;SI;;;PALERMO;14;-58.415113065841787;-34.584446657568215
ECUADOR;1400;36.0;95000;2638.9;1;0;;;;;;;RECOLETA;2;-58.40377137287517;-34.59404251183512
FRAY JUSTO SANTAMARIA DE ORO;2100;47.0;124000;2638.3;0;0;;;;;;;PALERMO;14;-58.428236517755003;-34.583366066512241
MARECHAL, LEOPOLDO;1300;58.0;153000;2637.9;3;0;;;;SI;;;VILLA CRESPO;15;-58.440823992320645;-34.603655829316985
SALGUERO, JERONIMO;1200;58.0;153000;2637.9;3;0;;;;;;;PALERMO;14;-58.418892007780478;-34.596577961481067
ARENALES;3100;91.0;240000;2637.4;4;0;;;;;;;RECOLETA;2;-58.408167616849404;-34.589471043016879
SALGUERO, JERONIMO;2400;91.0;240000;2637.4;4;40;;;SI;SI;;BALCON;PALERMO;14;-58.410821244710739;-34.583949790292166
GARCIA DEL RIO;3000;57.8;152500;2636.6;3;0;;;SI;;SI;;SAAVEDRA;12;-58.475103607432878;-34.549988867002163
SANTA FE;2900;132.8;350000;2636.5;4;50;;;SI;;SI;BALCON;RECOLETA;2;-58.407231783400206;-34.591789569538548
PARAGUAY;1900;33.0;87000;2636.4;1;A ESTRENAR;;;;SI;;;RECOLETA;2;-58.394545611291555;-34.598849992176802
AUSTRIA;2200;55.0;145000;2636.4;2;0;;;SI;2;;BALCON;RECOLETA;2;-58.40311232459748;-34.587168758096034
CAMPOS SALLES;2000;55.0;145000;2636.4;0;0;;;;SI;;;NUÑEZ;13;-58.461320015882386;-34.54994767587732
CERRITO;1500;55.0;145000;2636.4;3;0;;;;SI;;;RETIRO;1;-58.382844643282162;-34.590053482626672
BAEZ;400;55.0;145000;2636.4;3;0;;;;SI;;;PALERMO;14;-58.432376263552371;-34.571505162421701
JUNIN;1300;55.0;145000;2636.4;2;0;;;;SI;;;RECOLETA;2;-58.397022374764937;-34.593066718054622
GARCIA, TEODORO;1700;220.0;580000;2636.4;0;23;;;;;;;PALERMO;14;-58.439708286032939;-34.56311539141705
ZABALA;3500;28.0;73800;2635.7;1;0;;;;;;;COLEGIALES;13;-58.457179787139609;-34.578592491029113
CRAMER;2400;96.0;253000;2635.4;3;0;;;;;;;BELGRANO;13;-58.463841353009066;-34.562070542149947
MONTES DE OCA, MANUEL;1300;42.5;112000;2635.3;2;0;;;SI;SI;SI;;BARRACAS;4;-58.373729867115408;-34.64234929974311
LARREA;1200;74.0;195000;2635.1;3;0;;;SI;SI;SI;SI;RECOLETA;2;-58.400847346187817;-34.593695589908599
LAPRIDA;1700;74.0;195000;2635.1;2;0;;;;2;;PATIO;RECOLETA;2;-58.403395301934914;-34.590275442680849
ROOSEVELT FRANKLIN D.;1500;74.0;195000;2635.1;3;0;;;;2;;;BELGRANO;13;-58.451607199610727;-34.552191613270232
AVELLANEDA;1700;93.0;245000;2634.4;4;2;;;SI;2;;;CABALLITO;6;-58.454953222748244;-34.620954933465917
LA PAMPA;2000;93.0;245000;2634.4;3;35;;;SI;;SI;BALCON;BELGRANO;13;-58.45040343383792;-34.562767013026637
PARANA;1000;104.4;275000;2634.4;4;45;;;SI;2;;SI;RECOLETA;2;-58.388461084387764;-34.597134665920933
DUMONT, SANTOS;2500;50.0;131707;2634.1;2;0;;;;;;;PALERMO;14;-58.43944357707268;-34.574569949875894
EL SALVADOR;5400;30.0;79000;2633.3;0;A ESTRENAR;;;;;;;PALERMO;14;-58.433834245866123;-34.58467048019218
HUMBOLDT;1900;30.0;79000;2633.3;1;0;;;;;;;PALERMO;14;-58.43384323274892;-34.583333403022166
JUNCAL;2900;30.0;79000;2633.3;1;40;;;;SI;SI;;RECOLETA;2;-58.406529961416751;-34.5881085461236
ANCHORENA, TOMAS M. DE, DR;1500;60.0;158000;2633.3;3;0;;;;SI;SI;BALCON;RECOLETA;2;-58.40431242458191;-34.592446051844313
CABELLO;3300;30.0;79000;2633.3;0;60;;;;;;;PALERMO;14;-58.407717471462789;-34.58181813557777
ESPINOSA;1100;30.0;79000;2633.3;1;0;;;;;;;CABALLITO;6;-58.452414317689609;-34.610759357078578
CABELLO;3400;150.0;395000;2633.3;4;13;;;SI;4;;;PALERMO;14;-58.408699642106782;-34.581509285727492
CALVO, CARLOS;3800;150.0;395000;2633.3;5;4;;;SI;;SI;BALCON PATIO TERRAZA;BOEDO;5;-58.419061514774484;-34.624732482017301
HERNANDEZ, JOSE;2400;30.0;79000;2633.3;1;31;;;;SI;SI;;BELGRANO;13;-58.453039972408462;-34.565736187747504
